Zeit;Verbrauch 
22.07. 00:45;6,2448
22.07. 01:00;5,9891
22.07. 01:15;5,7629
22.07. 01:30;5,5662
22.07. 01:45;5,4187
22.07. 02:00;5,3302
22.07. 02:15;5,281
22.07. 02:30;5,2515
22.07. 02:45;5,2417
22.07. 03:00;5,222
22.07. 03:15;5,2319
22.07. 03:30;5,3204
22.07. 03:45;5,5171
22.07. 04:00;5,8416
22.07. 04:15;6,2251
22.07. 04:30;6,6087
22.07. 04:45;6,8939
22.07. 05:00;7,0217
22.07. 05:15;7,0414
22.07. 05:30;7,002
22.07. 05:45;6,9824
22.07. 06:00;7,0315
22.07. 06:15;7,1889
22.07. 06:30;7,4643
22.07. 06:45;7,9068
22.07. 07:00;8,5165
22.07. 07:15;9,3524
22.07. 07:30;10,454
22.07. 07:45;11,85
22.07. 08:00;13,552
22.07. 08:15;15,371
22.07. 08:30;17,053
22.07. 08:45;18,38
22.07. 09:00;19,177
22.07. 09:15;19,541
22.07. 09:30;19,649
22.07. 09:45;19,669
22.07. 10:00;19,728
22.07. 10:15;19,855
22.07. 10:30;20,023
22.07. 10:45;20,219
22.07. 11:00;20,416
22.07. 11:15;20,564
22.07. 11:30;20,613
22.07. 11:45;20,495
22.07. 12:00;20,17
22.07. 12:15;19,669
22.07. 12:30;19,059
22.07. 12:45;18,38
22.07. 13:00;17,692
22.07. 13:15;17,053
22.07. 13:30;16,531
22.07. 13:45;16,168
22.07. 14:00;16,03
22.07. 14:15;16,079
22.07. 14:30;16,266
22.07. 14:45;16,541
22.07. 15:00;16,866
22.07. 15:15;17,171
22.07. 15:30;17,426
22.07. 15:45;17,554
22.07. 16:00;17,525
22.07. 16:15;17,387
22.07. 16:30;17,22
22.07. 16:45;17,092
22.07. 17:00;17,033
22.07. 17:15;16,954
22.07. 17:30;16,738
22.07. 17:45;16,266
22.07. 18:00;15,45
22.07. 18:15;14,368
22.07. 18:30;13,158
22.07. 18:45;11,949
22.07. 19:00;10,828
22.07. 19:15;9,8835
22.07. 19:30;9,1656
22.07. 19:45;8,7329
22.07. 20:00;8,5952
22.07. 20:15;8,664
22.07. 20:30;8,8116
22.07. 20:45;8,9099
22.07. 21:00;8,8706
22.07. 21:15;8,7034
22.07. 21:30;8,487
22.07. 21:45;8,2707
22.07. 22:00;8,1035
22.07. 22:15;7,9855
22.07. 22:30;7,897
22.07. 22:45;7,8085
22.07. 23:00;7,7101
22.07. 23:15;7,5921
22.07. 23:30;7,4446
22.07. 23:45;7,2577
23.07. 00:00;7,0315
23.07. 00:15;6,7857
23.07. 00:30;6,5202
23.07. 00:45;6,2448
23.07. 01:00;5,9891
23.07. 01:15;5,7629
23.07. 01:30;5,5662
23.07. 01:45;5,4187
23.07. 02:00;5,3302
23.07. 02:15;5,281
23.07. 02:30;5,2515
23.07. 02:45;5,2417
23.07. 03:00;5,222
23.07. 03:15;5,2319
23.07. 03:30;5,3204
23.07. 03:45;5,5171
23.07. 04:00;5,8416
23.07. 04:15;6,2251
23.07. 04:30;6,6087
23.07. 04:45;6,8939
23.07. 05:00;7,0217
23.07. 05:15;7,0414
23.07. 05:30;7,002
23.07. 05:45;6,9824
23.07. 06:00;7,0315
23.07. 06:15;7,1889
23.07. 06:30;7,4643
23.07. 06:45;7,9068
23.07. 07:00;8,5165
23.07. 07:15;9,3524
23.07. 07:30;10,454
23.07. 07:45;11,85
23.07. 08:00;13,552
23.07. 08:15;15,371
23.07. 08:30;17,053
23.07. 08:45;18,38
23.07. 09:00;19,177
23.07. 09:15;19,541
23.07. 09:30;19,649
23.07. 09:45;19,669
23.07. 10:00;19,728
23.07. 10:15;19,855
23.07. 10:30;20,023
23.07. 10:45;20,219
23.07. 11:00;20,416
23.07. 11:15;20,564
23.07. 11:30;20,613
23.07. 11:45;20,495
23.07. 12:00;20,17
23.07. 12:15;19,669
23.07. 12:30;19,059
23.07. 12:45;18,38
23.07. 13:00;17,692
23.07. 13:15;17,053
23.07. 13:30;16,531
23.07. 13:45;16,168
23.07. 14:00;16,03
23.07. 14:15;16,079
23.07. 14:30;16,266
23.07. 14:45;16,541
23.07. 15:00;16,866
23.07. 15:15;17,171
23.07. 15:30;17,426
23.07. 15:45;17,554
23.07. 16:00;17,525
23.07. 16:15;17,387
23.07. 16:30;17,22
23.07. 16:45;17,092
23.07. 17:00;17,033
23.07. 17:15;16,954
23.07. 17:30;16,738
23.07. 17:45;16,266
23.07. 18:00;15,45
23.07. 18:15;14,368
23.07. 18:30;13,158
23.07. 18:45;11,949
23.07. 19:00;10,828
23.07. 19:15;9,8835
23.07. 19:30;9,1656
23.07. 19:45;8,7329
23.07. 20:00;8,5952
23.07. 20:15;8,664
23.07. 20:30;8,8116
23.07. 20:45;8,9099
23.07. 21:00;8,8706
23.07. 21:15;8,7034
23.07. 21:30;8,487
23.07. 21:45;8,2707
23.07. 22:00;8,1035
23.07. 22:15;7,9855
23.07. 22:30;7,897
23.07. 22:45;7,8085
23.07. 23:00;7,7101
23.07. 23:15;7,5921
23.07. 23:30;7,4446
23.07. 23:45;7,2577
24.07. 00:00;7,0315
24.07. 00:15;6,7857
24.07. 00:30;6,5202
24.07. 00:45;6,2448
24.07. 01:00;5,9891
24.07. 01:15;5,7629
24.07. 01:30;5,5662
24.07. 01:45;5,4187
24.07. 02:00;5,3302
24.07. 02:15;5,281
24.07. 02:30;5,2515
24.07. 02:45;5,2417
24.07. 03:00;5,222
24.07. 03:15;5,2319
24.07. 03:30;5,3204
24.07. 03:45;5,5171
24.07. 04:00;5,8416
24.07. 04:15;6,2251
24.07. 04:30;6,6087
24.07. 04:45;6,8939
24.07. 05:00;7,0217
24.07. 05:15;7,0414
24.07. 05:30;7,002
24.07. 05:45;6,9824
24.07. 06:00;7,0315
24.07. 06:15;7,1889
24.07. 06:30;7,4643
24.07. 06:45;7,9068
24.07. 07:00;8,5165
24.07. 07:15;9,3524
24.07. 07:30;10,454
24.07. 07:45;11,85
24.07. 08:00;13,552
24.07. 08:15;15,371
24.07. 08:30;17,053
24.07. 08:45;18,38
24.07. 09:00;19,177
24.07. 09:15;19,541
24.07. 09:30;19,649
24.07. 09:45;19,669
24.07. 10:00;19,728
24.07. 10:15;19,855
24.07. 10:30;20,023
24.07. 10:45;20,219
24.07. 11:00;20,416
24.07. 11:15;20,564
24.07. 11:30;20,613
24.07. 11:45;20,495
24.07. 12:00;20,17
24.07. 12:15;19,669
24.07. 12:30;19,059
24.07. 12:45;18,38
24.07. 13:00;17,692
24.07. 13:15;17,053
24.07. 13:30;16,531
24.07. 13:45;16,168
24.07. 14:00;16,03
24.07. 14:15;16,079
24.07. 14:30;16,266
24.07. 14:45;16,541
24.07. 15:00;16,866
24.07. 15:15;17,171
24.07. 15:30;17,426
24.07. 15:45;17,554
24.07. 16:00;17,525
24.07. 16:15;17,387
24.07. 16:30;17,22
24.07. 16:45;17,092
24.07. 17:00;17,033
24.07. 17:15;16,954
24.07. 17:30;16,738
24.07. 17:45;16,266
24.07. 18:00;15,45
24.07. 18:15;14,368
24.07. 18:30;13,158
24.07. 18:45;11,949
24.07. 19:00;10,828
24.07. 19:15;9,8835
24.07. 19:30;9,1656
24.07. 19:45;8,7329
24.07. 20:00;8,5952
24.07. 20:15;8,664
24.07. 20:30;8,8116
24.07. 20:45;8,9099
24.07. 21:00;8,8706
24.07. 21:15;8,7034
24.07. 21:30;8,487
24.07. 21:45;8,2707
24.07. 22:00;8,1035
24.07. 22:15;7,9855
24.07. 22:30;7,897
24.07. 22:45;7,8085
24.07. 23:00;7,7101
24.07. 23:15;7,5921
24.07. 23:30;7,4446
24.07. 23:45;7,2577
25.07. 00:00;7,0315
25.07. 00:15;6,7857
25.07. 00:30;6,5202
25.07. 00:45;6,2448
25.07. 01:00;5,9891
25.07. 01:15;5,7629
25.07. 01:30;5,5662
25.07. 01:45;5,4187
25.07. 02:00;5,3302
25.07. 02:15;5,281
25.07. 02:30;5,2515
25.07. 02:45;5,2417
25.07. 03:00;5,222
25.07. 03:15;5,2319
25.07. 03:30;5,3204
25.07. 03:45;5,5171
25.07. 04:00;5,8416
25.07. 04:15;6,2251
25.07. 04:30;6,6087
25.07. 04:45;6,8939
25.07. 05:00;7,0217
25.07. 05:15;7,0414
25.07. 05:30;7,002
25.07. 05:45;6,9824
25.07. 06:00;7,0315
25.07. 06:15;7,1889
25.07. 06:30;7,4643
25.07. 06:45;7,9068
25.07. 07:00;8,5165
25.07. 07:15;9,3524
25.07. 07:30;10,454
25.07. 07:45;11,85
25.07. 08:00;13,552
25.07. 08:15;15,371
25.07. 08:30;17,053
25.07. 08:45;18,38
25.07. 09:00;19,177
25.07. 09:15;19,541
25.07. 09:30;19,649
25.07. 09:45;19,669
25.07. 10:00;19,728
25.07. 10:15;19,855
25.07. 10:30;20,023
25.07. 10:45;20,219
25.07. 11:00;20,416
25.07. 11:15;20,564
25.07. 11:30;20,613
25.07. 11:45;20,495
25.07. 12:00;20,17
25.07. 12:15;19,669
25.07. 12:30;19,059
25.07. 12:45;18,38
25.07. 13:00;17,692
25.07. 13:15;17,053
25.07. 13:30;16,531
25.07. 13:45;16,168
25.07. 14:00;16,03
25.07. 14:15;16,079
25.07. 14:30;16,266
25.07. 14:45;16,541
25.07. 15:00;16,866
25.07. 15:15;17,171
25.07. 15:30;17,426
25.07. 15:45;17,554
25.07. 16:00;17,525
25.07. 16:15;17,387
25.07. 16:30;17,22
25.07. 16:45;17,092
25.07. 17:00;17,033
25.07. 17:15;16,954
25.07. 17:30;16,738
25.07. 17:45;16,266
25.07. 18:00;15,45
25.07. 18:15;14,368
25.07. 18:30;13,158
25.07. 18:45;11,949
25.07. 19:00;10,828
25.07. 19:15;9,8835
25.07. 19:30;9,1656
25.07. 19:45;8,7329
25.07. 20:00;8,5952
25.07. 20:15;8,664
25.07. 20:30;8,8116
25.07. 20:45;8,9099
25.07. 21:00;8,8706
25.07. 21:15;8,7034
25.07. 21:30;8,487
25.07. 21:45;8,2707
25.07. 22:00;8,1035
25.07. 22:15;7,9855
25.07. 22:30;7,897
25.07. 22:45;7,8085
25.07. 23:00;7,7101
25.07. 23:15;7,5921
25.07. 23:30;7,4446
25.07. 23:45;7,2577
26.07. 00:00;7,0315
26.07. 00:15;6,7857
26.07. 00:30;6,5202
26.07. 00:45;6,2448
26.07. 01:00;5,9891
26.07. 01:15;5,7629
26.07. 01:30;5,5662
26.07. 01:45;5,4187
26.07. 02:00;5,3302
26.07. 02:15;5,281
26.07. 02:30;5,2515
26.07. 02:45;5,2417
26.07. 03:00;5,222
26.07. 03:15;5,2319
26.07. 03:30;5,3204
26.07. 03:45;5,5171
26.07. 04:00;5,8416
26.07. 04:15;6,2251
26.07. 04:30;6,6087
26.07. 04:45;6,8939
26.07. 05:00;7,0217
26.07. 05:15;7,0414
26.07. 05:30;7,002
26.07. 05:45;6,9824
26.07. 06:00;7,0315
26.07. 06:15;7,1889
26.07. 06:30;7,4643
26.07. 06:45;7,9068
26.07. 07:00;8,5165
26.07. 07:15;9,3524
26.07. 07:30;10,454
26.07. 07:45;11,85
26.07. 08:00;13,552
26.07. 08:15;15,371
26.07. 08:30;17,053
26.07. 08:45;18,38
26.07. 09:00;19,177
26.07. 09:15;19,541
26.07. 09:30;19,649
26.07. 09:45;19,669
26.07. 10:00;19,728
26.07. 10:15;19,855
26.07. 10:30;20,023
26.07. 10:45;20,219
26.07. 11:00;20,416
26.07. 11:15;20,564
26.07. 11:30;20,613
26.07. 11:45;20,495
26.07. 12:00;20,17
26.07. 12:15;19,669
26.07. 12:30;19,059
26.07. 12:45;18,38
26.07. 13:00;17,692
26.07. 13:15;17,053
26.07. 13:30;16,531
26.07. 13:45;16,168
26.07. 14:00;16,03
26.07. 14:15;16,079
26.07. 14:30;16,266
26.07. 14:45;16,541
26.07. 15:00;16,866
26.07. 15:15;17,171
26.07. 15:30;17,426
26.07. 15:45;17,554
26.07. 16:00;17,525
26.07. 16:15;17,387
26.07. 16:30;17,22
26.07. 16:45;17,092
26.07. 17:00;17,033
26.07. 17:15;16,954
26.07. 17:30;16,738
26.07. 17:45;16,266
26.07. 18:00;15,45
26.07. 18:15;14,368
26.07. 18:30;13,158
26.07. 18:45;11,949
26.07. 19:00;10,828
26.07. 19:15;9,8835
26.07. 19:30;9,1656
26.07. 19:45;8,7329
26.07. 20:00;8,5952
26.07. 20:15;8,664
26.07. 20:30;8,8116
26.07. 20:45;8,9099
26.07. 21:00;8,8706
26.07. 21:15;8,7034
26.07. 21:30;8,487
26.07. 21:45;8,2707
26.07. 22:00;8,1035
26.07. 22:15;7,9855
26.07. 22:30;7,897
26.07. 22:45;7,8085
26.07. 23:00;7,7101
26.07. 23:15;7,5921
26.07. 23:30;7,4446
26.07. 23:45;7,2577
27.07. 00:00;7,3364
27.07. 00:15;7,4938
27.07. 00:30;7,6413
27.07. 00:45;7,7199
27.07. 01:00;7,6609
27.07. 01:15;7,5036
27.07. 01:30;7,2872
27.07. 01:45;7,0709
27.07. 02:00;6,9037
27.07. 02:15;6,7758
27.07. 02:30;6,6775
27.07. 02:45;6,6185
27.07. 03:00;6,5792
27.07. 03:15;6,5595
27.07. 03:30;6,5693
27.07. 03:45;6,6185
27.07. 04:00;6,6873
27.07. 04:15;6,7857
27.07. 04:30;6,884
27.07. 04:45;6,9824
27.07. 05:00;7,061
27.07. 05:15;7,1201
27.07. 05:30;7,1594
27.07. 05:45;7,1692
27.07. 06:00;7,1791
27.07. 06:15;7,2676
27.07. 06:30;7,5724
27.07. 06:45;8,1822
27.07. 07:00;9,1754
27.07. 07:15;10,444
27.07. 07:30;11,85
27.07. 07:45;13,227
27.07. 08:00;14,476
27.07. 08:15;15,519
27.07. 08:30;16,345
27.07. 08:45;16,905
27.07. 09:00;17,21
27.07. 09:15;17,318
27.07. 09:30;17,338
27.07. 09:45;17,367
27.07. 10:00;17,476
27.07. 10:15;17,643
27.07. 10:30;17,83
27.07. 10:45;18,007
27.07. 11:00;18,134
27.07. 11:15;18,213
27.07. 11:30;18,223
27.07. 11:45;18,193
27.07. 12:00;18,105
27.07. 12:15;17,938
27.07. 12:30;17,672
27.07. 12:45;17,279
27.07. 13:00;16,728
27.07. 13:15;16,04
27.07. 13:30;15,204
27.07. 13:45;14,24
27.07. 14:00;13,168
27.07. 14:15;12,067
27.07. 14:30;11,014
27.07. 14:45;10,11
27.07. 15:00;9,4114
27.07. 15:15;8,8902
27.07. 15:30;8,4969
27.07. 15:45;8,1822
27.07. 16:00;7,897
27.07. 16:15;7,6511
27.07. 16:30;7,4643
27.07. 16:45;7,3462
27.07. 17:00;7,3167
27.07. 17:15;7,3561
27.07. 17:30;7,4347
27.07. 17:45;7,5331
27.07. 18:00;7,6314
27.07. 18:15;7,7199
27.07. 18:30;7,779
27.07. 18:45;7,8085
27.07. 19:00;7,8085
27.07. 19:15;7,8085
27.07. 19:30;7,8281
27.07. 19:45;7,9068
27.07. 20:00;8,0543
27.07. 20:15;8,251
27.07. 20:30;8,428
27.07. 20:45;8,546
27.07. 21:00;8,5559
27.07. 21:15;8,487
27.07. 21:30;8,3493
27.07. 21:45;8,1822
27.07. 22:00;7,9953
27.07. 22:15;7,7986
27.07. 22:30;7,6118
27.07. 22:45;7,4446
27.07. 23:00;7,2872
27.07. 23:15;7,1496
27.07. 23:30;7,0119
27.07. 23:45;6,8939
28.07. 00:00;6,766
28.07. 00:15;6,6283
28.07. 00:30;6,4612
28.07. 00:45;6,2448
28.07. 01:00;5,9891
28.07. 01:15;5,7039
28.07. 01:30;5,4482
28.07. 01:45;5,2417
28.07. 02:00;5,1138
28.07. 02:15;5,0548
28.07. 02:30;5,0155
28.07. 02:45;4,9663
28.07. 03:00;4,8778
28.07. 03:15;4,7696
28.07. 03:30;4,6713
28.07. 03:45;4,5926
28.07. 04:00;4,5631
28.07. 04:15;4,573
28.07. 04:30;4,5828
28.07. 04:45;4,5926
28.07. 05:00;4,5828
28.07. 05:15;4,5533
28.07. 05:30;4,5238
28.07. 05:45;4,5041
28.07. 06:00;4,514
28.07. 06:15;4,5533
28.07. 06:30;4,6418
28.07. 06:45;4,7795
28.07. 07:00;4,9663
28.07. 07:15;5,1729
28.07. 07:30;5,34
28.07. 07:45;5,4187
28.07. 08:00;5,3892
28.07. 08:15;5,3007
28.07. 08:30;5,2319
28.07. 08:45;5,2417
28.07. 09:00;5,3794
28.07. 09:15;5,6252
28.07. 09:30;5,9006
28.07. 09:45;6,1563
28.07. 10:00;6,3431
28.07. 10:15;6,4808
28.07. 10:30;6,589
28.07. 10:45;6,707
28.07. 11:00;6,8545
28.07. 11:15;7,0217
28.07. 11:30;7,1987
28.07. 11:45;7,3462
28.07. 12:00;7,4741
28.07. 12:15;7,5724
28.07. 12:30;7,6511
28.07. 12:45;7,7199
28.07. 13:00;7,779
28.07. 13:15;7,8183
28.07. 13:30;7,7986
28.07. 13:45;7,7199
28.07. 14:00;7,5528
28.07. 14:15;7,3167
28.07. 14:30;7,061
28.07. 14:45;6,7955
28.07. 15:00;6,5693
28.07. 15:15;6,3726
28.07. 15:30;6,2055
28.07. 15:45;6,0678
28.07. 16:00;5,9399
28.07. 16:15;5,8711
28.07. 16:30;5,8711
28.07. 16:45;5,9694
28.07. 17:00;6,1956
28.07. 17:15;6,4907
28.07. 17:30;6,8054
28.07. 17:45;7,0709
28.07. 18:00;7,2676
28.07. 18:15;7,3856
28.07. 18:30;7,4741
28.07. 18:45;7,5331
28.07. 19:00;7,6019
28.07. 19:15;7,6904
28.07. 19:30;7,7888
28.07. 19:45;7,9068
28.07. 20:00;8,0248
28.07. 20:15;8,1527
28.07. 20:30;8,2412
28.07. 20:45;8,2707
28.07. 21:00;8,2313
28.07. 21:15;8,133
28.07. 21:30;7,9855
28.07. 21:45;7,8085
28.07. 22:00;7,6216
28.07. 22:15;7,4249
28.07. 22:30;7,2086
28.07. 22:45;6,9824
28.07. 23:00;6,7463
28.07. 23:15;6,53
28.07. 23:30;6,353
28.07. 23:45;6,2448
29.07. 00:00;7,0315
29.07. 00:15;6,7857
29.07. 00:30;6,5202
29.07. 00:45;6,2448
29.07. 01:00;5,9891
29.07. 01:15;5,7629
29.07. 01:30;5,5662
29.07. 01:45;5,4187
29.07. 02:00;5,3302
29.07. 02:15;5,281
29.07. 02:30;5,2515
29.07. 02:45;5,2417
29.07. 03:00;5,222
29.07. 03:15;5,2319
29.07. 03:30;5,3204
29.07. 03:45;5,5171
29.07. 04:00;5,8416
29.07. 04:15;6,2251
29.07. 04:30;6,6087
29.07. 04:45;6,8939
29.07. 05:00;7,0217
29.07. 05:15;7,0414
29.07. 05:30;7,002
29.07. 05:45;6,9824
29.07. 06:00;7,0315
29.07. 06:15;7,1889
29.07. 06:30;7,4643
29.07. 06:45;7,9068
29.07. 07:00;8,5165
29.07. 07:15;9,3524
29.07. 07:30;10,454
29.07. 07:45;11,85
29.07. 08:00;13,552
29.07. 08:15;15,371
29.07. 08:30;17,053
29.07. 08:45;18,38
29.07. 09:00;19,177
29.07. 09:15;19,541
29.07. 09:30;19,649
29.07. 09:45;19,669
29.07. 10:00;19,728
29.07. 10:15;19,855
29.07. 10:30;20,023
29.07. 10:45;20,219
29.07. 11:00;20,416
29.07. 11:15;20,564
29.07. 11:30;20,613
29.07. 11:45;20,495
29.07. 12:00;20,17
29.07. 12:15;19,669
29.07. 12:30;19,059
29.07. 12:45;18,38
29.07. 13:00;17,692
29.07. 13:15;17,053
29.07. 13:30;16,531
29.07. 13:45;16,168
29.07. 14:00;16,03
29.07. 14:15;16,079
29.07. 14:30;16,266
29.07. 14:45;16,541
29.07. 15:00;16,866
29.07. 15:15;17,171
29.07. 15:30;17,426
29.07. 15:45;17,554
29.07. 16:00;17,525
29.07. 16:15;17,387
29.07. 16:30;17,22
29.07. 16:45;17,092
29.07. 17:00;17,033
29.07. 17:15;16,954
29.07. 17:30;16,738
29.07. 17:45;16,266
29.07. 18:00;15,45
29.07. 18:15;14,368
29.07. 18:30;13,158
29.07. 18:45;11,949
29.07. 19:00;10,828
29.07. 19:15;9,8835
29.07. 19:30;9,1656
29.07. 19:45;8,7329
29.07. 20:00;8,5952
29.07. 20:15;8,664
29.07. 20:30;8,8116
29.07. 20:45;8,9099
29.07. 21:00;8,8706
29.07. 21:15;8,7034
29.07. 21:30;8,487
29.07. 21:45;8,2707
29.07. 22:00;8,1035
29.07. 22:15;7,9855
29.07. 22:30;7,897
29.07. 22:45;7,8085
29.07. 23:00;7,7101
29.07. 23:15;7,5921
29.07. 23:30;7,4446
29.07. 23:45;7,2577
30.07. 00:00;7,0315
30.07. 00:15;6,7857
30.07. 00:30;6,5202
30.07. 00:45;6,2448
30.07. 01:00;5,9891
30.07. 01:15;5,7629
30.07. 01:30;5,5662
30.07. 01:45;5,4187
30.07. 02:00;5,3302
30.07. 02:15;5,281
30.07. 02:30;5,2515
30.07. 02:45;5,2417
30.07. 03:00;5,222
30.07. 03:15;5,2319
30.07. 03:30;5,3204
30.07. 03:45;5,5171
30.07. 04:00;5,8416
30.07. 04:15;6,2251
30.07. 04:30;6,6087
30.07. 04:45;6,8939
30.07. 05:00;7,0217
30.07. 05:15;7,0414
30.07. 05:30;7,002
30.07. 05:45;6,9824
30.07. 06:00;7,0315
30.07. 06:15;7,1889
30.07. 06:30;7,4643
30.07. 06:45;7,9068
30.07. 07:00;8,5165
30.07. 07:15;9,3524
30.07. 07:30;10,454
30.07. 07:45;11,85
30.07. 08:00;13,552
30.07. 08:15;15,371
30.07. 08:30;17,053
30.07. 08:45;18,38
30.07. 09:00;19,177
30.07. 09:15;19,541
30.07. 09:30;19,649
30.07. 09:45;19,669
30.07. 10:00;19,728
30.07. 10:15;19,855
30.07. 10:30;20,023
30.07. 10:45;20,219
30.07. 11:00;20,416
30.07. 11:15;20,564
30.07. 11:30;20,613
30.07. 11:45;20,495
30.07. 12:00;20,17
30.07. 12:15;19,669
30.07. 12:30;19,059
30.07. 12:45;18,38
30.07. 13:00;17,692
30.07. 13:15;17,053
30.07. 13:30;16,531
30.07. 13:45;16,168
30.07. 14:00;16,03
30.07. 14:15;16,079
30.07. 14:30;16,266
30.07. 14:45;16,541
30.07. 15:00;16,866
30.07. 15:15;17,171
30.07. 15:30;17,426
30.07. 15:45;17,554
30.07. 16:00;17,525
30.07. 16:15;17,387
30.07. 16:30;17,22
30.07. 16:45;17,092
30.07. 17:00;17,033
30.07. 17:15;16,954
30.07. 17:30;16,738
30.07. 17:45;16,266
30.07. 18:00;15,45
30.07. 18:15;14,368
30.07. 18:30;13,158
30.07. 18:45;11,949
30.07. 19:00;10,828
30.07. 19:15;9,8835
30.07. 19:30;9,1656
30.07. 19:45;8,7329
30.07. 20:00;8,5952
30.07. 20:15;8,664
30.07. 20:30;8,8116
30.07. 20:45;8,9099
30.07. 21:00;8,8706
30.07. 21:15;8,7034
30.07. 21:30;8,487
30.07. 21:45;8,2707
30.07. 22:00;8,1035
30.07. 22:15;7,9855
30.07. 22:30;7,897
30.07. 22:45;7,8085
30.07. 23:00;7,7101
30.07. 23:15;7,5921
30.07. 23:30;7,4446
30.07. 23:45;7,2577
31.07. 00:00;7,0315
31.07. 00:15;6,7857
31.07. 00:30;6,5202
31.07. 00:45;6,2448
31.07. 01:00;5,9891
31.07. 01:15;5,7629
31.07. 01:30;5,5662
31.07. 01:45;5,4187
31.07. 02:00;5,3302
31.07. 02:15;5,281
31.07. 02:30;5,2515
31.07. 02:45;5,2417
31.07. 03:00;5,222
31.07. 03:15;5,2319
31.07. 03:30;5,3204
31.07. 03:45;5,5171
31.07. 04:00;5,8416
31.07. 04:15;6,2251
31.07. 04:30;6,6087
31.07. 04:45;6,8939
31.07. 05:00;7,0217
31.07. 05:15;7,0414
31.07. 05:30;7,002
31.07. 05:45;6,9824
31.07. 06:00;7,0315
31.07. 06:15;7,1889
31.07. 06:30;7,4643
31.07. 06:45;7,9068
31.07. 07:00;8,5165
31.07. 07:15;9,3524
31.07. 07:30;10,454
31.07. 07:45;11,85
31.07. 08:00;13,552
31.07. 08:15;15,371
31.07. 08:30;17,053
31.07. 08:45;18,38
31.07. 09:00;19,177
31.07. 09:15;19,541
31.07. 09:30;19,649
31.07. 09:45;19,669
31.07. 10:00;19,728
31.07. 10:15;19,855
31.07. 10:30;20,023
31.07. 10:45;20,219
31.07. 11:00;20,416
31.07. 11:15;20,564
31.07. 11:30;20,613
31.07. 11:45;20,495
31.07. 12:00;20,17
31.07. 12:15;19,669
31.07. 12:30;19,059
31.07. 12:45;18,38
31.07. 13:00;17,692
31.07. 13:15;17,053
31.07. 13:30;16,531
31.07. 13:45;16,168
31.07. 14:00;16,03
31.07. 14:15;16,079
31.07. 14:30;16,266
31.07. 14:45;16,541
31.07. 15:00;16,866
31.07. 15:15;17,171
31.07. 15:30;17,426
31.07. 15:45;17,554
31.07. 16:00;17,525
31.07. 16:15;17,387
31.07. 16:30;17,22
31.07. 16:45;17,092
31.07. 17:00;17,033
31.07. 17:15;16,954
31.07. 17:30;16,738
31.07. 17:45;16,266
31.07. 18:00;15,45
31.07. 18:15;14,368
31.07. 18:30;13,158
31.07. 18:45;11,949
31.07. 19:00;10,828
31.07. 19:15;9,8835
31.07. 19:30;9,1656
31.07. 19:45;8,7329
31.07. 20:00;8,5952
31.07. 20:15;8,664
31.07. 20:30;8,8116
31.07. 20:45;8,9099
31.07. 21:00;8,8706
31.07. 21:15;8,7034
31.07. 21:30;8,487
31.07. 21:45;8,2707
31.07. 22:00;8,1035
31.07. 22:15;7,9855
31.07. 22:30;7,897
31.07. 22:45;7,8085
31.07. 23:00;7,7101
31.07. 23:15;7,5921
31.07. 23:30;7,4446
31.07. 23:45;7,2577
01.08. 00:00;7,0315
01.08. 00:15;6,7857
01.08. 00:30;6,5202
01.08. 00:45;6,2448
01.08. 01:00;5,9891
01.08. 01:15;5,7629
01.08. 01:30;5,5662
01.08. 01:45;5,4187
01.08. 02:00;5,3302
01.08. 02:15;5,281
01.08. 02:30;5,2515
01.08. 02:45;5,2417
01.08. 03:00;5,222
01.08. 03:15;5,2319
01.08. 03:30;5,3204
01.08. 03:45;5,5171
01.08. 04:00;5,8416
01.08. 04:15;6,2251
01.08. 04:30;6,6087
01.08. 04:45;6,8939
01.08. 05:00;7,0217
01.08. 05:15;7,0414
01.08. 05:30;7,002
01.08. 05:45;6,9824
01.08. 06:00;7,0315
01.08. 06:15;7,1889
01.08. 06:30;7,4643
01.08. 06:45;7,9068
01.08. 07:00;8,5165
01.08. 07:15;9,3524
01.08. 07:30;10,454
01.08. 07:45;11,85
01.08. 08:00;13,552
01.08. 08:15;15,371
01.08. 08:30;17,053
01.08. 08:45;18,38
01.08. 09:00;19,177
01.08. 09:15;19,541
01.08. 09:30;19,649
01.08. 09:45;19,669
01.08. 10:00;19,728
01.08. 10:15;19,855
01.08. 10:30;20,023
01.08. 10:45;20,219
01.08. 11:00;20,416
01.08. 11:15;20,564
01.08. 11:30;20,613
01.08. 11:45;20,495
01.08. 12:00;20,17
01.08. 12:15;19,669
01.08. 12:30;19,059
01.08. 12:45;18,38
01.08. 13:00;17,692
01.08. 13:15;17,053
01.08. 13:30;16,531
01.08. 13:45;16,168
01.08. 14:00;16,03
01.08. 14:15;16,079
01.08. 14:30;16,266
01.08. 14:45;16,541
01.08. 15:00;16,866
01.08. 15:15;17,171
01.08. 15:30;17,426
01.08. 15:45;17,554
01.08. 16:00;17,525
01.08. 16:15;17,387
01.08. 16:30;17,22
01.08. 16:45;17,092
01.08. 17:00;17,033
01.08. 17:15;16,954
01.08. 17:30;16,738
01.08. 17:45;16,266
01.08. 18:00;15,45
01.08. 18:15;14,368
01.08. 18:30;13,158
01.08. 18:45;11,949
01.08. 19:00;10,828
01.08. 19:15;9,8835
01.08. 19:30;9,1656
