Datum;price;;
31.03.2024;6,674;;
31.03.2024;8,932;;
31.03.2024;11,729;;
31.03.2024;8,372;;
31.03.2024;7;;
31.03.2024;6,451;;
31.03.2024;5,49;;
01.04.2024;4,995;;
01.04.2024;4,898;;
01.04.2024;4,606;;
01.04.2024;4,358;;
01.04.2024;4,94;;
01.04.2024;5,235;;
01.04.2024;5,871;;
01.04.2024;6,449;;
01.04.2024;5,871;;
01.04.2024;6,089;;
01.04.2024;5,436;;
01.04.2024;3,539;;
01.04.2024;1,304;;
01.04.2024;0,003;;
01.04.2024;-0,001;;
01.04.2024;-0,001;;
01.04.2024;-0,001;;
01.04.2024;0,579;;
01.04.2024;4,197;;
01.04.2024;4,853;;
01.04.2024;4,988;;
01.04.2024;4,569;;
01.04.2024;2,597;;
01.04.2024;0,747;;
02.04.2024;0,797;;
02.04.2024;0,128;;
02.04.2024;0,061;;
02.04.2024;0,087;;
02.04.2024;0,194;;
02.04.2024;0,727;;
02.04.2024;5,722;;
02.04.2024;7,436;;
02.04.2024;6,893;;
02.04.2024;4,698;;
02.04.2024;0,266;;
02.04.2024;-0,006;;
02.04.2024;-0,109;;
02.04.2024;-0,097;;
02.04.2024;-0,007;;
02.04.2024;0;;
02.04.2024;0,431;;
02.04.2024;4,146;;
02.04.2024;7,27;;
02.04.2024;9,539;;
02.04.2024;9,488;;
02.04.2024;7,813;;
02.04.2024;7,486;;
02.04.2024;7,088;;
03.04.2024;7,413;;
03.04.2024;7,175;;
03.04.2024;7,005;;
03.04.2024;7,251;;
03.04.2024;7,234;;
03.04.2024;7,871;;
03.04.2024;9,491;;
03.04.2024;11,793;;
03.04.2024;11,793;;
03.04.2024;10,098;;
03.04.2024;10,735;;
03.04.2024;9,081;;
03.04.2024;8,203;;
03.04.2024;7,688;;
03.04.2024;7,304;;
03.04.2024;7,307;;
03.04.2024;7,67;;
03.04.2024;9,244;;
03.04.2024;10,814;;
03.04.2024;12,33;;
03.04.2024;10,158;;
03.04.2024;8,097;;
03.04.2024;7,551;;
03.04.2024;6,389;;
04.04.2024;5,452;;
04.04.2024;5,201;;
04.04.2024;5,017;;
04.04.2024;5,157;;
04.04.2024;5,194;;
04.04.2024;5,51;;
04.04.2024;6,752;;
04.04.2024;7,916;;
04.04.2024;7,718;;
04.04.2024;7,194;;
04.04.2024;6,945;;
04.04.2024;6,306;;
04.04.2024;5,808;;
04.04.2024;5,622;;
04.04.2024;5,549;;
04.04.2024;5,617;;
04.04.2024;5,708;;
04.04.2024;6,908;;
04.04.2024;7,536;;
04.04.2024;9,066;;
04.04.2024;8,058;;
04.04.2024;7,329;;
04.04.2024;7,147;;
04.04.2024;6,153;;
05.04.2024;6,272;;
05.04.2024;5,908;;
05.04.2024;5,596;;
05.04.2024;5,659;;
05.04.2024;5,39;;
05.04.2024;6,25;;
05.04.2024;7,629;;
05.04.2024;8,424;;
05.04.2024;8,1;;
05.04.2024;6,759;;
05.04.2024;5,05;;
05.04.2024;2,597;;
05.04.2024;0,916;;
05.04.2024;0;;
05.04.2024;-0,01;;
05.04.2024;0,005;;
05.04.2024;0,809;;
05.04.2024;3,746;;
05.04.2024;4,965;;
05.04.2024;5,594;;
05.04.2024;5,564;;
05.04.2024;5,471;;
05.04.2024;5,613;;
05.04.2024;5,507;;
06.04.2024;4,308;;
06.04.2024;4,501;;
06.04.2024;4,689;;
06.04.2024;4,756;;
06.04.2024;5,065;;
06.04.2024;5,488;;
06.04.2024;5,873;;
06.04.2024;5,987;;
06.04.2024;5,924;;
06.04.2024;4,894;;
06.04.2024;2,942;;
06.04.2024;-0,073;;
06.04.2024;-1,64;;
06.04.2024;-5,992;;
06.04.2024;-5,759;;
06.04.2024;-3,461;;
06.04.2024;-0,466;;
06.04.2024;1,581;;
06.04.2024;6,756;;
06.04.2024;7,399;;
06.04.2024;6,865;;
06.04.2024;4,646;;
06.04.2024;4,507;;
06.04.2024;2,588;;
07.04.2024;1,097;;
07.04.2024;0,009;;
07.04.2024;0;;
07.04.2024;0;;
07.04.2024;0;;
07.04.2024;0;;
07.04.2024;0;;
07.04.2024;0;;
07.04.2024;0;;
07.04.2024;-0,001;;
07.04.2024;-0,016;;
07.04.2024;-0,325;;
07.04.2024;-0,994;;
07.04.2024;-2,679;;
07.04.2024;-2,006;;
07.04.2024;-0,504;;
07.04.2024;-0,016;;
07.04.2024;0,692;;
07.04.2024;9,146;;
07.04.2024;10,839;;
07.04.2024;10,64;;
07.04.2024;8,995;;
07.04.2024;7,746;;
07.04.2024;7,206;;
08.04.2024;7,077;;
08.04.2024;7,071;;
08.04.2024;6,812;;
08.04.2024;7,071;;
08.04.2024;7,157;;
08.04.2024;7,744;;
08.04.2024;10,199;;
08.04.2024;14,978;;
08.04.2024;12,852;;
08.04.2024;8,551;;
08.04.2024;8,06;;
08.04.2024;7,123;;
08.04.2024;6,47;;
08.04.2024;6;;
08.04.2024;5,789;;
08.04.2024;6,34;;
08.04.2024;7;;
08.04.2024;7,501;;
08.04.2024;10,49;;
08.04.2024;13,73;;
08.04.2024;12,48;;
08.04.2024;8,485;;
08.04.2024;7,7;;
08.04.2024;7,019;;
09.04.2024;7,821;;
09.04.2024;6,939;;
09.04.2024;6,473;;
09.04.2024;5,995;;
09.04.2024;6,248;;
09.04.2024;6,834;;
09.04.2024;8,669;;
09.04.2024;9,09;;
09.04.2024;7,978;;
09.04.2024;6,83;;
09.04.2024;5,16;;
09.04.2024;4,398;;
09.04.2024;3,605;;
09.04.2024;1,009;;
09.04.2024;1,05;;
09.04.2024;2,904;;
09.04.2024;3,827;;
09.04.2024;5,015;;
09.04.2024;6,59;;
09.04.2024;8,175;;
09.04.2024;8,174;;
09.04.2024;6,798;;
09.04.2024;6,051;;
09.04.2024;3,549;;
10.04.2024;2,289;;
10.04.2024;0,595;;
10.04.2024;0,619;;
10.04.2024;0,899;;
10.04.2024;2,63;;
10.04.2024;5,003;;
10.04.2024;7,591;;
10.04.2024;9,963;;
10.04.2024;10,602;;
10.04.2024;8,046;;
10.04.2024;6,766;;
10.04.2024;5,605;;
10.04.2024;5,562;;
10.04.2024;3,032;;
10.04.2024;3,129;;
10.04.2024;5,535;;
10.04.2024;6,291;;
10.04.2024;7,532;;
10.04.2024;10,083;;
10.04.2024;19,115;;
10.04.2024;19,119;;
10.04.2024;11,559;;
10.04.2024;8,61;;
10.04.2024;7,61;;
11.04.2024;7,258;;
11.04.2024;6,736;;
11.04.2024;6,224;;
11.04.2024;5,881;;
11.04.2024;5,908;;
11.04.2024;5,557;;
11.04.2024;7,463;;
11.04.2024;6,88;;
11.04.2024;5,22;;
11.04.2024;3;;
11.04.2024;1,005;;
11.04.2024;0,086;;
11.04.2024;0,091;;
11.04.2024;0,11;;
11.04.2024;0,057;;
11.04.2024;2,957;;
11.04.2024;5,974;;
11.04.2024;7,674;;
11.04.2024;10,07;;
11.04.2024;13,436;;
11.04.2024;13,782;;
11.04.2024;9,879;;
11.04.2024;8,242;;
11.04.2024;7,651;;
12.04.2024;7,571;;
12.04.2024;7,174;;
12.04.2024;6,889;;
12.04.2024;6,926;;
12.04.2024;6,952;;
12.04.2024;7,753;;
12.04.2024;9,123;;
12.04.2024;9,7;;
12.04.2024;8,683;;
12.04.2024;7,098;;
12.04.2024;4,286;;
12.04.2024;1,886;;
12.04.2024;0;;
12.04.2024;-0,007;;
12.04.2024;0,001;;
12.04.2024;0,018;;
12.04.2024;0,022;;
12.04.2024;5,737;;
12.04.2024;8,193;;
12.04.2024;12,595;;
12.04.2024;12,413;;
12.04.2024;8,66;;
12.04.2024;7,799;;
12.04.2024;6,81;;
13.04.2024;6,022;;
13.04.2024;4,907;;
13.04.2024;2,441;;
13.04.2024;1,941;;
13.04.2024;1,995;;
13.04.2024;2,532;;
13.04.2024;3,018;;
13.04.2024;3,526;;
13.04.2024;2,26;;
13.04.2024;0,88;;
13.04.2024;-0,002;;
13.04.2024;-0,997;;
13.04.2024;-2,596;;
13.04.2024;-5;;
13.04.2024;-5,501;;
13.04.2024;-4,991;;
13.04.2024;-1,916;;
13.04.2024;-0,016;;
13.04.2024;3,991;;
13.04.2024;7,344;;
13.04.2024;6,578;;
13.04.2024;3,935;;
13.04.2024;2,111;;
13.04.2024;0,705;;
14.04.2024;0,043;;
14.04.2024;0,083;;
14.04.2024;0,093;;
14.04.2024;0,113;;
14.04.2024;0,234;;
14.04.2024;0,595;;
14.04.2024;1,286;;
14.04.2024;1,3;;
14.04.2024;0,741;;
14.04.2024;0;;
14.04.2024;-0,237;;
14.04.2024;-1,217;;
14.04.2024;-4,227;;
14.04.2024;-6,005;;
14.04.2024;-6,007;;
14.04.2024;-4,005;;
14.04.2024;-0,625;;
14.04.2024;0,157;;
14.04.2024;6,723;;
14.04.2024;8,78;;
14.04.2024;11,991;;
14.04.2024;11,261;;
14.04.2024;10,395;;
14.04.2024;8,724;;
15.04.2024;8,196;;
15.04.2024;8,126;;
15.04.2024;7,754;;
15.04.2024;7,818;;
15.04.2024;7,523;;
15.04.2024;8,674;;
15.04.2024;11,573;;
15.04.2024;16,915;;
15.04.2024;15,324;;
15.04.2024;9,156;;
15.04.2024;8,055;;
15.04.2024;6,315;;
15.04.2024;4,415;;
15.04.2024;3,174;;
15.04.2024;1,296;;
15.04.2024;0,78;;
15.04.2024;0,799;;
15.04.2024;4,63;;
15.04.2024;6,92;;
15.04.2024;7,892;;
15.04.2024;7,702;;
15.04.2024;6,631;;
15.04.2024;5,377;;
15.04.2024;3,417;;
16.04.2024;0,202;;
16.04.2024;0,004;;
16.04.2024;0,014;;
16.04.2024;0,073;;
16.04.2024;1,747;;
16.04.2024;3,622;;
16.04.2024;6,314;;
16.04.2024;7,426;;
16.04.2024;7,426;;
16.04.2024;6,481;;
16.04.2024;5,103;;
16.04.2024;4,264;;
16.04.2024;4;;
16.04.2024;4,022;;
16.04.2024;4,208;;
16.04.2024;4,853;;
16.04.2024;6,284;;
16.04.2024;7,967;;
16.04.2024;9,292;;
16.04.2024;11,399;;
16.04.2024;12,452;;
16.04.2024;10,446;;
16.04.2024;9,01;;
16.04.2024;8,41;;
17.04.2024;8,384;;
17.04.2024;8,384;;
17.04.2024;8,135;;
17.04.2024;8,24;;
17.04.2024;8,296;;
17.04.2024;8,373;;
17.04.2024;10,939;;
17.04.2024;16,997;;
17.04.2024;15,517;;
17.04.2024;10,462;;
17.04.2024;8,39;;
17.04.2024;7,99;;
17.04.2024;8,298;;
17.04.2024;8,082;;
17.04.2024;7,771;;
17.04.2024;7,703;;
17.04.2024;8;;
17.04.2024;8,69;;
17.04.2024;11,497;;
17.04.2024;15,992;;
17.04.2024;16,99;;
17.04.2024;13,006;;
17.04.2024;9,904;;
17.04.2024;8,781;;
18.04.2024;9,183;;
18.04.2024;8,742;;
18.04.2024;8,853;;
18.04.2024;8,776;;
18.04.2024;8,961;;
18.04.2024;9,347;;
18.04.2024;12,188;;
18.04.2024;15,58;;
18.04.2024;13,119;;
18.04.2024;10,112;;
18.04.2024;9,021;;
18.04.2024;8,387;;
18.04.2024;8,064;;
18.04.2024;7,72;;
18.04.2024;7,301;;
18.04.2024;7,07;;
18.04.2024;7,088;;
18.04.2024;8,133;;
18.04.2024;9,403;;
18.04.2024;12,524;;
18.04.2024;12,883;;
18.04.2024;10,592;;
18.04.2024;8,989;;
18.04.2024;7,937;;
19.04.2024;7,721;;
19.04.2024;6,083;;
19.04.2024;5,053;;
19.04.2024;4,947;;
19.04.2024;4,797;;
19.04.2024;4,908;;
19.04.2024;6,012;;
19.04.2024;6,904;;
19.04.2024;7,6;;
19.04.2024;6,83;;
19.04.2024;6,02;;
19.04.2024;5,608;;
19.04.2024;5,091;;
19.04.2024;4,7;;
19.04.2024;4,494;;
19.04.2024;4,456;;
19.04.2024;5,091;;
19.04.2024;5,877;;
19.04.2024;6,349;;
19.04.2024;6,532;;
19.04.2024;6,628;;
19.04.2024;6,62;;
19.04.2024;6,527;;
19.04.2024;6,315;;
20.04.2024;6,024;;
20.04.2024;5,797;;
20.04.2024;5,733;;
20.04.2024;5,775;;
20.04.2024;6,104;;
20.04.2024;6,283;;
20.04.2024;6,392;;
20.04.2024;6,798;;
20.04.2024;6,504;;
20.04.2024;5,99;;
20.04.2024;5,005;;
20.04.2024;3,843;;
20.04.2024;2,897;;
20.04.2024;1,233;;
20.04.2024;1,055;;
20.04.2024;1,833;;
20.04.2024;3,741;;
20.04.2024;6,283;;
20.04.2024;7,89;;
20.04.2024;8,961;;
20.04.2024;9,704;;
20.04.2024;9,031;;
20.04.2024;8,607;;
20.04.2024;8,29;;
21.04.2024;8,185;;
21.04.2024;7,059;;
21.04.2024;6,953;;
21.04.2024;6,44;;
21.04.2024;6,388;;
21.04.2024;6,362;;
21.04.2024;6,443;;
21.04.2024;6,053;;
21.04.2024;6,088;;
21.04.2024;5,538;;
21.04.2024;3,299;;
21.04.2024;3,696;;
21.04.2024;0,606;;
21.04.2024;0,028;;
21.04.2024;-0,09;;
21.04.2024;0,075;;
21.04.2024;0,601;;
21.04.2024;5,822;;
21.04.2024;7,46;;
21.04.2024;8,936;;
21.04.2024;9,526;;
21.04.2024;9,107;;
21.04.2024;8,941;;
21.04.2024;8,846;;
22.04.2024;7,897;;
22.04.2024;7,805;;
22.04.2024;7,844;;
22.04.2024;7,992;;
22.04.2024;7,979;;
22.04.2024;8,75;;
22.04.2024;10,59;;
22.04.2024;13,079;;
22.04.2024;11,746;;
22.04.2024;9,705;;
22.04.2024;8,186;;
22.04.2024;8,124;;
22.04.2024;7,705;;
22.04.2024;7,367;;
22.04.2024;7,417;;
22.04.2024;7,848;;
22.04.2024;8,157;;
22.04.2024;9,679;;
22.04.2024;11,82;;
22.04.2024;16,405;;
22.04.2024;17,096;;
22.04.2024;13,005;;
22.04.2024;10,577;;
22.04.2024;9,699;;
23.04.2024;8,832;;
23.04.2024;8,669;;
23.04.2024;8,595;;
23.04.2024;8,542;;
23.04.2024;8,635;;
23.04.2024;9,769;;
23.04.2024;12,14;;
23.04.2024;18,126;;
23.04.2024;13,628;;
23.04.2024;9,838;;
23.04.2024;8,287;;
23.04.2024;7,726;;
23.04.2024;7,746;;
23.04.2024;7,938;;
23.04.2024;7,862;;
23.04.2024;8,002;;
23.04.2024;8,302;;
23.04.2024;8,997;;
23.04.2024;10,24;;
23.04.2024;12,301;;
23.04.2024;12,507;;
23.04.2024;10,51;;
23.04.2024;9,273;;
23.04.2024;8,155;;
24.04.2024;8,18;;
24.04.2024;7,797;;
24.04.2024;7,716;;
24.04.2024;7,486;;
24.04.2024;7,737;;
24.04.2024;8,183;;
24.04.2024;10,166;;
24.04.2024;12,817;;
24.04.2024;10,707;;
24.04.2024;9,181;;
24.04.2024;9,074;;
24.04.2024;8,835;;
24.04.2024;8,26;;
24.04.2024;8,009;;
24.04.2024;7,653;;
24.04.2024;8,071;;
24.04.2024;8,112;;
24.04.2024;8,66;;
24.04.2024;10,154;;
24.04.2024;13,52;;
24.04.2024;14,344;;
24.04.2024;12,116;;
24.04.2024;10,531;;
24.04.2024;9,021;;
25.04.2024;8,35;;
25.04.2024;8;;
25.04.2024;7,737;;
25.04.2024;7,605;;
25.04.2024;7,524;;
25.04.2024;8,402;;
25.04.2024;10,244;;
25.04.2024;12,905;;
25.04.2024;11,271;;
25.04.2024;9,21;;
25.04.2024;8,001;;
25.04.2024;7,82;;
25.04.2024;7,392;;
25.04.2024;6,867;;
25.04.2024;6,641;;
25.04.2024;6,932;;
25.04.2024;7,281;;
25.04.2024;7,988;;
25.04.2024;9,517;;
25.04.2024;14,109;;
25.04.2024;15,229;;
25.04.2024;11,371;;
25.04.2024;9,135;;
25.04.2024;7,974;;
26.04.2024;7,987;;
26.04.2024;7,4;;
26.04.2024;7,47;;
26.04.2024;7,407;;
26.04.2024;7,71;;
26.04.2024;8,369;;
26.04.2024;9,35;;
26.04.2024;10,406;;
26.04.2024;9,606;;
26.04.2024;8,108;;
26.04.2024;7,781;;
26.04.2024;7,295;;
26.04.2024;7,035;;
26.04.2024;6,874;;
26.04.2024;6,537;;
26.04.2024;6,992;;
26.04.2024;7,17;;
26.04.2024;8,046;;
26.04.2024;9,478;;
26.04.2024;13,19;;
26.04.2024;14,158;;
26.04.2024;11;;
26.04.2024;9,271;;
26.04.2024;8,826;;
27.04.2024;9,029;;
27.04.2024;8,89;;
27.04.2024;8,659;;
27.04.2024;8,903;;
27.04.2024;8,769;;
27.04.2024;8,568;;
27.04.2024;8,608;;
27.04.2024;7,904;;
27.04.2024;6,865;;
27.04.2024;5,907;;
27.04.2024;3,602;;
27.04.2024;0,843;;
27.04.2024;0,003;;
27.04.2024;-0,006;;
27.04.2024;0;;
27.04.2024;0;;
27.04.2024;1,995;;
27.04.2024;6,218;;
27.04.2024;8,618;;
27.04.2024;11,99;;
27.04.2024;11,227;;
27.04.2024;8,5;;
27.04.2024;7,59;;
27.04.2024;6,523;;
28.04.2024;5,639;;
28.04.2024;4,614;;
28.04.2024;3,96;;
28.04.2024;3,155;;
28.04.2024;2,76;;
28.04.2024;2,605;;
28.04.2024;0,992;;
28.04.2024;0,01;;
28.04.2024;-0,007;;
28.04.2024;-0,102;;
28.04.2024;-1,663;;
28.04.2024;-3,672;;
28.04.2024;-6,005;;
28.04.2024;-6,009;;
28.04.2024;-6,506;;
28.04.2024;-5,243;;
28.04.2024;-2,345;;
28.04.2024;-0,002;;
28.04.2024;2,538;;
28.04.2024;6,936;;
28.04.2024;7,745;;
28.04.2024;7,856;;
28.04.2024;7,221;;
28.04.2024;6,694;;
29.04.2024;6,315;;
29.04.2024;6,005;;
29.04.2024;5,893;;
29.04.2024;6,246;;
29.04.2024;7,682;;
29.04.2024;8,518;;
29.04.2024;10,238;;
29.04.2024;11,795;;
29.04.2024;10,069;;
29.04.2024;7,517;;
29.04.2024;5,921;;
29.04.2024;3,646;;
29.04.2024;3,618;;
29.04.2024;3,559;;
29.04.2024;3,363;;
29.04.2024;3,557;;
29.04.2024;4,768;;
29.04.2024;8,575;;
29.04.2024;10,473;;
29.04.2024;18,004;;
29.04.2024;20,457;;
29.04.2024;10,855;;
29.04.2024;8,729;;
29.04.2024;8,115;;
30.04.2024;7,376;;
30.04.2024;6,677;;
30.04.2024;7,041;;
30.04.2024;7;;
30.04.2024;7;;
30.04.2024;7,877;;
30.04.2024;9,495;;
30.04.2024;10,195;;
30.04.2024;8,846;;
30.04.2024;7,7;;
30.04.2024;6,206;;
30.04.2024;4,71;;
30.04.2024;2,805;;
30.04.2024;1,13;;
30.04.2024;1;;
30.04.2024;1,914;;
30.04.2024;4,584;;
30.04.2024;6,695;;
30.04.2024;8,62;;
30.04.2024;12,201;;
30.04.2024;13,241;;
30.04.2024;8,837;;
30.04.2024;7,797;;
30.04.2024;7,569;;
01.05.2024;6,681;;
01.05.2024;5,509;;
01.05.2024;5,031;;
01.05.2024;4,399;;
01.05.2024;4,781;;
01.05.2024;4,469;;
01.05.2024;4,248;;
01.05.2024;2,808;;
01.05.2024;0,845;;
01.05.2024;0,001;;
01.05.2024;-0,097;;
01.05.2024;-4,005;;
01.05.2024;-9,19;;
01.05.2024;-12;;
01.05.2024;-12,007;;
01.05.2024;-7,998;;
01.05.2024;-3,001;;
01.05.2024;-0,114;;
01.05.2024;1,532;;
01.05.2024;5,04;;
01.05.2024;5;;
01.05.2024;3,401;;
01.05.2024;2,992;;
01.05.2024;2,2;;
02.05.2024;1,456;;
02.05.2024;1,094;;
02.05.2024;1;;
02.05.2024;0,78;;
02.05.2024;1,063;;
02.05.2024;3,206;;
02.05.2024;7,272;;
02.05.2024;7,828;;
02.05.2024;6,29;;
02.05.2024;3,145;;
02.05.2024;0,51;;
02.05.2024;-0,008;;
02.05.2024;-0,173;;
02.05.2024;-0,419;;
02.05.2024;-0,005;;
02.05.2024;-0,139;;
02.05.2024;0,404;;
02.05.2024;5,516;;
02.05.2024;8,122;;
02.05.2024;8,796;;
02.05.2024;8,514;;
02.05.2024;8,231;;
02.05.2024;7,821;;
02.05.2024;7,102;;
03.05.2024;6,19;;
03.05.2024;5,914;;
03.05.2024;5,795;;
03.05.2024;5,85;;
03.05.2024;5,914;;
03.05.2024;6,917;;
03.05.2024;8,376;;
03.05.2024;8,547;;
03.05.2024;9,231;;
03.05.2024;8,825;;
03.05.2024;7,795;;
03.05.2024;7,258;;
03.05.2024;6,411;;
03.05.2024;5,933;;
03.05.2024;6,005;;
03.05.2024;6,469;;
03.05.2024;7,229;;
03.05.2024;7,955;;
03.05.2024;8,889;;
03.05.2024;10,549;;
03.05.2024;11,994;;
03.05.2024;10,795;;
03.05.2024;9,346;;
03.05.2024;8,556;;
04.05.2024;9,08;;
04.05.2024;8,779;;
04.05.2024;8,626;;
04.05.2024;8,772;;
04.05.2024;9,064;;
04.05.2024;9,834;;
04.05.2024;9,419;;
04.05.2024;9,002;;
04.05.2024;7,848;;
04.05.2024;6,238;;
04.05.2024;4,117;;
04.05.2024;3,118;;
04.05.2024;2,493;;
04.05.2024;1,453;;
04.05.2024;1,334;;
04.05.2024;2,603;;
04.05.2024;6,362;;
04.05.2024;7,936;;
04.05.2024;9,801;;
04.05.2024;12,192;;
04.05.2024;13,54;;
04.05.2024;11,356;;
04.05.2024;9,026;;
04.05.2024;8,36;;
05.05.2024;9,058;;
05.05.2024;8,482;;
05.05.2024;8,352;;
05.05.2024;8,049;;
05.05.2024;7,474;;
05.05.2024;7,113;;
05.05.2024;6,216;;
05.05.2024;5,508;;
05.05.2024;4,133;;
05.05.2024;2,612;;
05.05.2024;0,885;;
05.05.2024;0,044;;
05.05.2024;0;;
05.05.2024;-0,004;;
05.05.2024;-0,097;;
05.05.2024;-0,01;;
05.05.2024;0;;
05.05.2024;3,2;;
05.05.2024;8,65;;
05.05.2024;9,624;;
05.05.2024;11,192;;
05.05.2024;10,753;;
05.05.2024;9,874;;
05.05.2024;8,867;;
06.05.2024;8,286;;
06.05.2024;7,959;;
06.05.2024;8,041;;
06.05.2024;7,995;;
06.05.2024;8,169;;
06.05.2024;8,878;;
06.05.2024;10,709;;
06.05.2024;13,026;;
06.05.2024;10,135;;
06.05.2024;8,9;;
06.05.2024;8,111;;
06.05.2024;7,623;;
06.05.2024;7,626;;
06.05.2024;7,471;;
06.05.2024;7,489;;
06.05.2024;8,111;;
06.05.2024;8,162;;
06.05.2024;9,336;;
06.05.2024;10,837;;
06.05.2024;13,665;;
06.05.2024;14,399;;
06.05.2024;10,798;;
06.05.2024;9,458;;
06.05.2024;8,442;;
07.05.2024;8,173;;
07.05.2024;7,917;;
07.05.2024;7,723;;
07.05.2024;7,999;;
07.05.2024;8,008;;
07.05.2024;8,206;;
07.05.2024;9,884;;
07.05.2024;12,17;;
07.05.2024;11,266;;
07.05.2024;9,175;;
07.05.2024;8,521;;
07.05.2024;8,108;;
07.05.2024;7,473;;
07.05.2024;7,043;;
07.05.2024;6,553;;
07.05.2024;7,405;;
07.05.2024;8,312;;
07.05.2024;9,082;;
07.05.2024;10,586;;
07.05.2024;13,385;;
07.05.2024;15,105;;
07.05.2024;12,204;;
07.05.2024;10,17;;
07.05.2024;8,822;;
08.05.2024;8,397;;
08.05.2024;8,084;;
08.05.2024;8,088;;
08.05.2024;8,247;;
08.05.2024;8,248;;
08.05.2024;8,959;;
08.05.2024;10,748;;
08.05.2024;11,896;;
08.05.2024;11,012;;
08.05.2024;9,241;;
08.05.2024;8,54;;
08.05.2024;7,948;;
08.05.2024;7,293;;
08.05.2024;6,879;;
08.05.2024;6,658;;
08.05.2024;6,695;;
08.05.2024;7,572;;
08.05.2024;9,11;;
08.05.2024;10,65;;
08.05.2024;12,754;;
08.05.2024;13,442;;
08.05.2024;11,465;;
08.05.2024;9,654;;
08.05.2024;8,796;;
09.05.2024;8,76;;
09.05.2024;8,806;;
09.05.2024;8,297;;
09.05.2024;8,295;;
09.05.2024;8,883;;
09.05.2024;9,039;;
09.05.2024;8,813;;
09.05.2024;8,065;;
09.05.2024;6,553;;
09.05.2024;2,334;;
09.05.2024;0,507;;
09.05.2024;-0,052;;
09.05.2024;-0,088;;
09.05.2024;-0,135;;
09.05.2024;-0,203;;
09.05.2024;-0,093;;
09.05.2024;0,068;;
09.05.2024;6,448;;
09.05.2024;8,972;;
09.05.2024;10,785;;
09.05.2024;13,279;;
09.05.2024;12,367;;
09.05.2024;9,994;;
09.05.2024;8,775;;
10.05.2024;9,213;;
10.05.2024;8,493;;
10.05.2024;7,707;;
10.05.2024;7,448;;
10.05.2024;7,478;;
10.05.2024;9,045;;
10.05.2024;11,52;;
10.05.2024;10,947;;
10.05.2024;9,56;;
10.05.2024;6,739;;
10.05.2024;2,084;;
10.05.2024;0,287;;
10.05.2024;0,052;;
10.05.2024;0,002;;
10.05.2024;0,002;;
10.05.2024;2,042;;
10.05.2024;6,546;;
10.05.2024;8,588;;
10.05.2024;10,591;;
10.05.2024;13,626;;
10.05.2024;17,072;;
10.05.2024;13,631;;
10.05.2024;10,487;;
10.05.2024;9,216;;
11.05.2024;9,676;;
11.05.2024;9,418;;
11.05.2024;9,003;;
11.05.2024;8,909;;
11.05.2024;8,991;;
11.05.2024;9,07;;
11.05.2024;8,672;;
11.05.2024;7,984;;
11.05.2024;5,647;;
11.05.2024;0,68;;
11.05.2024;0;;
11.05.2024;-1,047;;
11.05.2024;-2,121;;
11.05.2024;-2,199;;
11.05.2024;-2,423;;
11.05.2024;-1,146;;
11.05.2024;-0,041;;
11.05.2024;3,277;;
11.05.2024;8,183;;
11.05.2024;10,168;;
11.05.2024;12,25;;
11.05.2024;10,348;;
11.05.2024;8,626;;
11.05.2024;6,837;;
12.05.2024;6,549;;
12.05.2024;5,45;;
12.05.2024;4,452;;
12.05.2024;4,122;;
12.05.2024;4,633;;
12.05.2024;4,35;;
12.05.2024;1,761;;
12.05.2024;0,479;;
12.05.2024;0,235;;
12.05.2024;-0,28;;
12.05.2024;-2,5;;
12.05.2024;-6,964;;
12.05.2024;-10,006;;
12.05.2024;-13,545;;
12.05.2024;-13,285;;
12.05.2024;-8,508;;
12.05.2024;-3;;
12.05.2024;-0,133;;
12.05.2024;2,25;;
12.05.2024;6,794;;
12.05.2024;7,574;;
12.05.2024;5,826;;
12.05.2024;4,46;;
12.05.2024;3,561;;
13.05.2024;2,684;;
13.05.2024;2,588;;
13.05.2024;2,571;;
13.05.2024;2,47;;
13.05.2024;2,7;;
13.05.2024;3,968;;
13.05.2024;7,997;;
13.05.2024;10,66;;
13.05.2024;7,847;;
13.05.2024;4,351;;
13.05.2024;1,038;;
13.05.2024;-0,097;;
13.05.2024;-0,269;;
13.05.2024;-0,227;;
13.05.2024;-0,246;;
13.05.2024;-0,073;;
13.05.2024;0,007;;
13.05.2024;5,501;;
13.05.2024;8,312;;
13.05.2024;14,618;;
13.05.2024;13,9;;
13.05.2024;8,87;;
13.05.2024;6,955;;
13.05.2024;5,27;;
14.05.2024;4,858;;
14.05.2024;4,343;;
14.05.2024;3,535;;
14.05.2024;3,408;;
14.05.2024;2,889;;
14.05.2024;5,235;;
14.05.2024;7,188;;
14.05.2024;7,733;;
14.05.2024;5,15;;
14.05.2024;0,564;;
14.05.2024;-0,233;;
14.05.2024;-1,112;;
14.05.2024;-3,633;;
14.05.2024;-4,295;;
14.05.2024;-3,966;;
14.05.2024;-1,986;;
14.05.2024;-0,293;;
14.05.2024;-0,004;;
14.05.2024;4,374;;
14.05.2024;8,39;;
14.05.2024;9,347;;
14.05.2024;7,641;;
14.05.2024;4,535;;
14.05.2024;2,771;;
15.05.2024;3,056;;
15.05.2024;3,234;;
15.05.2024;3,938;;
15.05.2024;4,18;;
15.05.2024;3,796;;
15.05.2024;5,287;;
15.05.2024;8,501;;
15.05.2024;8,816;;
15.05.2024;8,445;;
15.05.2024;4,842;;
