Datum;price;;
14.02.2024;8,447;;
14.02.2024;7,648;;
14.02.2024;6,968;;
14.02.2024;6,82;;
14.02.2024;6,38;;
15.02.2024;6,171;;
15.02.2024;6,113;;
15.02.2024;6,03;;
15.02.2024;5,975;;
15.02.2024;6,194;;
15.02.2024;6,606;;
15.02.2024;7,221;;
15.02.2024;8,157;;
15.02.2024;8,267;;
15.02.2024;7,876;;
15.02.2024;7,418;;
15.02.2024;6,996;;
15.02.2024;6,663;;
15.02.2024;6,619;;
15.02.2024;6,991;;
15.02.2024;7,505;;
15.02.2024;7,905;;
15.02.2024;8,7;;
15.02.2024;8,691;;
15.02.2024;7,561;;
15.02.2024;7,047;;
15.02.2024;6,297;;
15.02.2024;6,309;;
15.02.2024;5,891;;
16.02.2024;5,176;;
16.02.2024;5,108;;
16.02.2024;4,992;;
16.02.2024;4,881;;
16.02.2024;5,138;;
16.02.2024;5,353;;
16.02.2024;5,915;;
16.02.2024;6,939;;
16.02.2024;7,05;;
16.02.2024;6,484;;
16.02.2024;5,437;;
16.02.2024;5,3;;
16.02.2024;5,233;;
16.02.2024;5,231;;
16.02.2024;5,378;;
16.02.2024;6,259;;
16.02.2024;6,999;;
16.02.2024;7,258;;
16.02.2024;7,742;;
16.02.2024;7,678;;
16.02.2024;7,247;;
16.02.2024;6,94;;
16.02.2024;6,805;;
16.02.2024;6,002;;
17.02.2024;5,731;;
17.02.2024;5,7;;
17.02.2024;5,588;;
17.02.2024;5,466;;
17.02.2024;5,462;;
17.02.2024;5,548;;
17.02.2024;5,517;;
17.02.2024;5,69;;
17.02.2024;6,489;;
17.02.2024;6,329;;
17.02.2024;6,202;;
17.02.2024;6,069;;
17.02.2024;5,826;;
17.02.2024;5,525;;
17.02.2024;5,909;;
17.02.2024;6,883;;
17.02.2024;7,503;;
17.02.2024;8,793;;
17.02.2024;11,006;;
17.02.2024;9,028;;
17.02.2024;8,093;;
17.02.2024;7,457;;
17.02.2024;7,244;;
17.02.2024;6,911;;
18.02.2024;6,238;;
18.02.2024;5,481;;
18.02.2024;5,144;;
18.02.2024;5,032;;
18.02.2024;5,019;;
18.02.2024;4,847;;
18.02.2024;4,602;;
18.02.2024;4,897;;
18.02.2024;4,728;;
18.02.2024;4,303;;
18.02.2024;4,045;;
18.02.2024;4,1;;
18.02.2024;4,01;;
18.02.2024;3,988;;
18.02.2024;4,287;;
18.02.2024;5,429;;
18.02.2024;6,287;;
18.02.2024;7,2;;
18.02.2024;7,366;;
18.02.2024;7,059;;
18.02.2024;6,471;;
18.02.2024;5,983;;
18.02.2024;5,733;;
18.02.2024;5,394;;
19.02.2024;4,4;;
19.02.2024;4,304;;
19.02.2024;4,421;;
19.02.2024;4,391;;
19.02.2024;4,492;;
19.02.2024;5,157;;
19.02.2024;6,86;;
19.02.2024;7,909;;
19.02.2024;8,384;;
19.02.2024;7,503;;
19.02.2024;7,083;;
19.02.2024;6,913;;
19.02.2024;6,247;;
19.02.2024;6,099;;
19.02.2024;6,596;;
19.02.2024;6,928;;
19.02.2024;7,151;;
19.02.2024;7,625;;
19.02.2024;9,765;;
19.02.2024;7,998;;
19.02.2024;7,186;;
19.02.2024;6,747;;
19.02.2024;6,627;;
19.02.2024;5,907;;
20.02.2024;5,806;;
20.02.2024;5,432;;
20.02.2024;5,396;;
20.02.2024;5,348;;
20.02.2024;5,299;;
20.02.2024;5,479;;
20.02.2024;7,053;;
20.02.2024;8,84;;
20.02.2024;9,089;;
20.02.2024;7,855;;
20.02.2024;6,984;;
20.02.2024;6,088;;
20.02.2024;5,352;;
20.02.2024;5,142;;
20.02.2024;5,179;;
20.02.2024;5,616;;
20.02.2024;6,308;;
20.02.2024;7,054;;
20.02.2024;7,125;;
20.02.2024;7,347;;
20.02.2024;6,848;;
20.02.2024;6,133;;
20.02.2024;5,686;;
20.02.2024;5,277;;
21.02.2024;5,065;;
21.02.2024;4,847;;
21.02.2024;4,684;;
21.02.2024;4,477;;
21.02.2024;4,539;;
21.02.2024;5,003;;
21.02.2024;6,6;;
21.02.2024;8,134;;
21.02.2024;8,511;;
21.02.2024;7,034;;
21.02.2024;6,41;;
21.02.2024;6,039;;
21.02.2024;5,301;;
21.02.2024;5,122;;
21.02.2024;5,377;;
21.02.2024;6,56;;
21.02.2024;6,992;;
21.02.2024;6,963;;
21.02.2024;6,858;;
21.02.2024;6,139;;
21.02.2024;5,211;;
21.02.2024;4,598;;
21.02.2024;4,171;;
21.02.2024;3,522;;
22.02.2024;3,047;;
22.02.2024;2,701;;
22.02.2024;2,707;;
22.02.2024;2,795;;
22.02.2024;3,7;;
22.02.2024;4,805;;
22.02.2024;6,609;;
22.02.2024;7,653;;
22.02.2024;8,191;;
22.02.2024;7,409;;
22.02.2024;7,195;;
22.02.2024;6,853;;
22.02.2024;6,877;;
22.02.2024;6,898;;
22.02.2024;6,465;;
22.02.2024;6,475;;
22.02.2024;6,325;;
22.02.2024;6,176;;
22.02.2024;5,991;;
22.02.2024;5,242;;
22.02.2024;4,245;;
22.02.2024;2,448;;
22.02.2024;1,206;;
22.02.2024;0,191;;
23.02.2024;0,923;;
23.02.2024;0,107;;
23.02.2024;0,119;;
23.02.2024;0,009;;
23.02.2024;0,002;;
23.02.2024;0,009;;
23.02.2024;3,968;;
23.02.2024;5,706;;
23.02.2024;5,935;;
23.02.2024;5,169;;
23.02.2024;4,664;;
23.02.2024;4,165;;
23.02.2024;3,71;;
23.02.2024;3,36;;
23.02.2024;3,908;;
23.02.2024;4,951;;
23.02.2024;6,308;;
23.02.2024;7,38;;
23.02.2024;8,644;;
23.02.2024;8,401;;
23.02.2024;7,297;;
23.02.2024;6,926;;
23.02.2024;6,798;;
23.02.2024;6,51;;
24.02.2024;6,647;;
24.02.2024;6,39;;
24.02.2024;5,95;;
24.02.2024;5,52;;
24.02.2024;5,539;;
24.02.2024;5,71;;
24.02.2024;6,167;;
24.02.2024;6,611;;
24.02.2024;6,44;;
24.02.2024;5,76;;
24.02.2024;4,916;;
24.02.2024;4,584;;
24.02.2024;4,032;;
24.02.2024;3,222;;
24.02.2024;3,76;;
24.02.2024;4,5;;
24.02.2024;5,595;;
24.02.2024;7,167;;
24.02.2024;8;;
24.02.2024;7,413;;
24.02.2024;6,517;;
24.02.2024;5,994;;
24.02.2024;5,622;;
24.02.2024;5,22;;
25.02.2024;5,657;;
25.02.2024;5,544;;
25.02.2024;5,538;;
25.02.2024;5,489;;
25.02.2024;5,519;;
25.02.2024;5,507;;
25.02.2024;5,671;;
25.02.2024;5,992;;
25.02.2024;6,158;;
25.02.2024;6,182;;
25.02.2024;5,631;;
25.02.2024;5,412;;
25.02.2024;5;;
25.02.2024;4,603;;
25.02.2024;4,984;;
25.02.2024;5,5;;
25.02.2024;6,78;;
25.02.2024;8,219;;
25.02.2024;9,369;;
25.02.2024;7,918;;
25.02.2024;6,999;;
25.02.2024;6,592;;
25.02.2024;6,523;;
25.02.2024;5,838;;
26.02.2024;5,783;;
26.02.2024;5,682;;
26.02.2024;5,57;;
26.02.2024;5,18;;
26.02.2024;5,33;;
26.02.2024;5,792;;
26.02.2024;7,002;;
26.02.2024;7,99;;
26.02.2024;8,16;;
26.02.2024;7,383;;
26.02.2024;6,665;;
26.02.2024;6,503;;
26.02.2024;5,842;;
26.02.2024;5,819;;
26.02.2024;6,129;;
26.02.2024;6,495;;
26.02.2024;6,999;;
26.02.2024;7,7;;
26.02.2024;8,532;;
26.02.2024;8,101;;
26.02.2024;7,221;;
26.02.2024;6,569;;
26.02.2024;6,521;;
26.02.2024;6,076;;
27.02.2024;5,762;;
27.02.2024;5,755;;
27.02.2024;5,735;;
27.02.2024;5,687;;
27.02.2024;5,735;;
27.02.2024;6,31;;
27.02.2024;7,431;;
27.02.2024;9,563;;
27.02.2024;9,578;;
27.02.2024;8,081;;
27.02.2024;6,871;;
27.02.2024;6,493;;
27.02.2024;5,926;;
27.02.2024;5,925;;
27.02.2024;6,471;;
27.02.2024;7,206;;
27.02.2024;7,982;;
27.02.2024;9,802;;
27.02.2024;11,18;;
27.02.2024;10,517;;
27.02.2024;8,436;;
27.02.2024;7,237;;
27.02.2024;7,027;;
27.02.2024;6,497;;
28.02.2024;6,036;;
28.02.2024;5,94;;
28.02.2024;6,134;;
28.02.2024;6,346;;
28.02.2024;6,374;;
28.02.2024;6,744;;
28.02.2024;7,43;;
28.02.2024;9,889;;
28.02.2024;10,449;;
28.02.2024;8,546;;
28.02.2024;7,399;;
28.02.2024;6,755;;
28.02.2024;6,393;;
28.02.2024;6,072;;
28.02.2024;6,151;;
28.02.2024;7,043;;
28.02.2024;7,496;;
28.02.2024;9,304;;
28.02.2024;9,324;;
28.02.2024;7,829;;
28.02.2024;6,544;;
28.02.2024;6,259;;
28.02.2024;6,402;;
28.02.2024;5,512;;
01.03.2024;6,204;;
01.03.2024;6,142;;
01.03.2024;5,814;;
01.03.2024;5,783;;
01.03.2024;5,83;;
01.03.2024;6,249;;
01.03.2024;7,158;;
01.03.2024;7,936;;
01.03.2024;8,379;;
01.03.2024;7,588;;
01.03.2024;6,652;;
01.03.2024;6,476;;
01.03.2024;6,308;;
01.03.2024;6,463;;
01.03.2024;6,711;;
01.03.2024;7,257;;
01.03.2024;7,894;;
01.03.2024;8,94;;
01.03.2024;9,373;;
01.03.2024;8,719;;
01.03.2024;7,749;;
01.03.2024;7,162;;
01.03.2024;7,006;;
01.03.2024;6,639;;
02.03.2024;5,995;;
02.03.2024;5,603;;
02.03.2024;5,602;;
02.03.2024;5,548;;
02.03.2024;5,488;;
02.03.2024;5,599;;
02.03.2024;5,658;;
02.03.2024;6,067;;
02.03.2024;6,376;;
02.03.2024;6,575;;
02.03.2024;6,044;;
02.03.2024;5,918;;
02.03.2024;5,583;;
02.03.2024;5,49;;
02.03.2024;5,986;;
02.03.2024;6,608;;
02.03.2024;7,3;;
02.03.2024;8,063;;
02.03.2024;9,36;;
02.03.2024;8,99;;
02.03.2024;7,698;;
02.03.2024;6,981;;
02.03.2024;6,094;;
02.03.2024;5,499;;
03.03.2024;5,45;;
03.03.2024;5,363;;
03.03.2024;5,38;;
03.03.2024;5,559;;
03.03.2024;5,531;;
03.03.2024;5,582;;
03.03.2024;5,6;;
03.03.2024;5,688;;
03.03.2024;5,477;;
03.03.2024;5,399;;
03.03.2024;5,201;;
03.03.2024;4,946;;
03.03.2024;4,751;;
03.03.2024;4,251;;
03.03.2024;4,684;;
03.03.2024;5,413;;
03.03.2024;6,028;;
03.03.2024;7,558;;
03.03.2024;8,436;;
03.03.2024;8,696;;
03.03.2024;8,18;;
03.03.2024;7,5;;
03.03.2024;7,218;;
03.03.2024;7,242;;
04.03.2024;6,913;;
04.03.2024;6,79;;
04.03.2024;6,741;;
04.03.2024;6,622;;
04.03.2024;6,559;;
04.03.2024;7,083;;
04.03.2024;8,118;;
04.03.2024;9,667;;
04.03.2024;10,297;;
04.03.2024;8,502;;
04.03.2024;7,193;;
04.03.2024;6,489;;
04.03.2024;6,393;;
04.03.2024;6,11;;
04.03.2024;6,25;;
04.03.2024;6,986;;
04.03.2024;7,595;;
04.03.2024;9,059;;
04.03.2024;10,518;;
04.03.2024;9,913;;
04.03.2024;8,052;;
04.03.2024;7,139;;
04.03.2024;6,749;;
04.03.2024;6,393;;
05.03.2024;6,196;;
05.03.2024;6,167;;
05.03.2024;6,133;;
05.03.2024;5,986;;
05.03.2024;6,056;;
05.03.2024;6,167;;
05.03.2024;7,153;;
05.03.2024;7,928;;
05.03.2024;8,302;;
05.03.2024;7,7;;
05.03.2024;7,115;;
05.03.2024;6,972;;
05.03.2024;6,601;;
05.03.2024;6,583;;
05.03.2024;6,961;;
05.03.2024;7,067;;
05.03.2024;7,628;;
05.03.2024;8,207;;
05.03.2024;10,438;;
05.03.2024;11,299;;
05.03.2024;9,312;;
05.03.2024;8,281;;
05.03.2024;7,608;;
05.03.2024;7,183;;
06.03.2024;7,1;;
06.03.2024;7,07;;
06.03.2024;7,046;;
06.03.2024;6,974;;
06.03.2024;7,046;;
06.03.2024;7,391;;
06.03.2024;8,398;;
06.03.2024;10,664;;
06.03.2024;10,87;;
06.03.2024;8,721;;
06.03.2024;7,592;;
06.03.2024;7,202;;
06.03.2024;6,935;;
06.03.2024;6,929;;
06.03.2024;7,064;;
06.03.2024;7,226;;
06.03.2024;8,106;;
06.03.2024;10;;
06.03.2024;11,958;;
06.03.2024;11,925;;
06.03.2024;9,34;;
06.03.2024;8,015;;
06.03.2024;7,798;;
06.03.2024;7,434;;
07.03.2024;7,333;;
07.03.2024;7,232;;
07.03.2024;7,034;;
07.03.2024;6,871;;
07.03.2024;6,989;;
07.03.2024;7,313;;
07.03.2024;8,427;;
07.03.2024;10,32;;
07.03.2024;9,67;;
07.03.2024;7,909;;
07.03.2024;7,131;;
07.03.2024;6,616;;
07.03.2024;6,169;;
07.03.2024;6,026;;
07.03.2024;6,333;;
07.03.2024;6,604;;
07.03.2024;6,992;;
07.03.2024;8,92;;
07.03.2024;10,571;;
07.03.2024;9,03;;
07.03.2024;8,249;;
07.03.2024;7,335;;
07.03.2024;7,332;;
07.03.2024;6,772;;
08.03.2024;6,845;;
08.03.2024;6,696;;
08.03.2024;6,701;;
08.03.2024;6,599;;
08.03.2024;6,63;;
08.03.2024;6,711;;
08.03.2024;8,291;;
08.03.2024;9,506;;
08.03.2024;8,889;;
08.03.2024;7,436;;
08.03.2024;5,759;;
08.03.2024;5,205;;
08.03.2024;2,177;;
08.03.2024;0,426;;
08.03.2024;2,42;;
08.03.2024;4,025;;
08.03.2024;5,574;;
08.03.2024;7,198;;
08.03.2024;8,376;;
08.03.2024;7,998;;
08.03.2024;7,146;;
08.03.2024;6,49;;
08.03.2024;6,503;;
08.03.2024;5,989;;
09.03.2024;5,656;;
09.03.2024;5,491;;
09.03.2024;5,372;;
09.03.2024;5,256;;
09.03.2024;4,86;;
09.03.2024;4,779;;
09.03.2024;5,047;;
09.03.2024;5,306;;
09.03.2024;5,306;;
09.03.2024;4,812;;
09.03.2024;3,294;;
09.03.2024;0,02;;
09.03.2024;-0,115;;
09.03.2024;-0,502;;
09.03.2024;-0,004;;
09.03.2024;2,819;;
09.03.2024;5,264;;
09.03.2024;6,949;;
09.03.2024;7,802;;
09.03.2024;7,499;;
09.03.2024;6,726;;
09.03.2024;6,047;;
09.03.2024;6,053;;
09.03.2024;5,729;;
10.03.2024;4,865;;
10.03.2024;4,606;;
10.03.2024;4,098;;
10.03.2024;3,555;;
10.03.2024;3,239;;
10.03.2024;3,228;;
10.03.2024;3,391;;
10.03.2024;3,949;;
10.03.2024;3,482;;
10.03.2024;2,525;;
10.03.2024;0,235;;
10.03.2024;-0,01;;
10.03.2024;-0,824;;
10.03.2024;-0,998;;
10.03.2024;-0,051;;
10.03.2024;1,441;;
10.03.2024;4,796;;
10.03.2024;5,597;;
10.03.2024;6,635;;
10.03.2024;6,232;;
10.03.2024;5,714;;
10.03.2024;5,374;;
10.03.2024;5,308;;
10.03.2024;5,205;;
11.03.2024;4,893;;
11.03.2024;4,933;;
11.03.2024;5,021;;
11.03.2024;4,928;;
11.03.2024;4,999;;
11.03.2024;5,63;;
11.03.2024;7,664;;
11.03.2024;8,26;;
11.03.2024;8,559;;
11.03.2024;8,045;;
11.03.2024;7,12;;
11.03.2024;6,503;;
11.03.2024;6,079;;
11.03.2024;6,625;;
11.03.2024;6,7;;
11.03.2024;7,347;;
11.03.2024;8,019;;
11.03.2024;9,139;;
11.03.2024;10,07;;
11.03.2024;10,801;;
11.03.2024;8,799;;
11.03.2024;7,671;;
11.03.2024;7,504;;
11.03.2024;6,708;;
12.03.2024;6,919;;
12.03.2024;6,556;;
12.03.2024;6,651;;
12.03.2024;6,52;;
12.03.2024;6,658;;
12.03.2024;7,137;;
12.03.2024;8,706;;
12.03.2024;9,655;;
12.03.2024;10,078;;
12.03.2024;9,381;;
12.03.2024;8,542;;
12.03.2024;8,068;;
12.03.2024;7,844;;
12.03.2024;7,826;;
12.03.2024;7,902;;
12.03.2024;8,634;;
12.03.2024;10,161;;
12.03.2024;11,306;;
12.03.2024;13,492;;
12.03.2024;12,457;;
12.03.2024;9,748;;
12.03.2024;8,363;;
12.03.2024;7,893;;
12.03.2024;7,033;;
13.03.2024;6,393;;
13.03.2024;6,23;;
13.03.2024;6,179;;
13.03.2024;6,137;;
13.03.2024;6,4;;
13.03.2024;6,68;;
13.03.2024;7,732;;
13.03.2024;8,827;;
13.03.2024;8,991;;
13.03.2024;7,771;;
13.03.2024;6,807;;
13.03.2024;6,485;;
13.03.2024;6,461;;
13.03.2024;6,483;;
13.03.2024;6,396;;
13.03.2024;6,784;;
13.03.2024;7,353;;
13.03.2024;8,991;;
13.03.2024;9,78;;
13.03.2024;9,436;;
13.03.2024;7,698;;
13.03.2024;6,682;;
13.03.2024;6,811;;
13.03.2024;6,388;;
14.03.2024;6,329;;
14.03.2024;5,69;;
14.03.2024;5,752;;
14.03.2024;5,7;;
14.03.2024;6,14;;
14.03.2024;6,407;;
14.03.2024;7,505;;
14.03.2024;8,806;;
14.03.2024;8,199;;
14.03.2024;6,571;;
14.03.2024;5,432;;
14.03.2024;5,237;;
14.03.2024;5,283;;
14.03.2024;4,916;;
14.03.2024;5,284;;
14.03.2024;5,891;;
14.03.2024;7,321;;
14.03.2024;9,104;;
14.03.2024;11,477;;
14.03.2024;9,104;;
14.03.2024;7,409;;
14.03.2024;6,263;;
14.03.2024;5,962;;
14.03.2024;5,166;;
15.03.2024;4,839;;
15.03.2024;4,658;;
15.03.2024;4,557;;
15.03.2024;4,395;;
15.03.2024;4,696;;
15.03.2024;4,935;;
15.03.2024;6,226;;
15.03.2024;6,953;;
15.03.2024;6,875;;
15.03.2024;5,38;;
15.03.2024;4,656;;
15.03.2024;3,927;;
15.03.2024;3,834;;
15.03.2024;3,687;;
15.03.2024;4,493;;
15.03.2024;5,155;;
15.03.2024;6,67;;
15.03.2024;8,692;;
15.03.2024;8,203;;
15.03.2024;8,799;;
15.03.2024;6,426;;
15.03.2024;5,536;;
15.03.2024;5,635;;
15.03.2024;4,933;;
16.03.2024;4,412;;
16.03.2024;4,201;;
16.03.2024;4,069;;
16.03.2024;3,888;;
16.03.2024;3,867;;
16.03.2024;4,034;;
16.03.2024;4,726;;
16.03.2024;5,131;;
16.03.2024;5,224;;
16.03.2024;4,701;;
16.03.2024;4,488;;
16.03.2024;4,162;;
16.03.2024;3,67;;
16.03.2024;2,102;;
16.03.2024;1,099;;
16.03.2024;3,101;;
16.03.2024;4,698;;
16.03.2024;7,208;;
16.03.2024;8,169;;
16.03.2024;8,731;;
16.03.2024;7,946;;
16.03.2024;7,299;;
16.03.2024;7,231;;
16.03.2024;6,71;;
17.03.2024;6,499;;
17.03.2024;6,049;;
17.03.2024;5,597;;
17.03.2024;5,875;;
17.03.2024;6,045;;
17.03.2024;6,049;;
17.03.2024;6,26;;
17.03.2024;5,66;;
17.03.2024;5,058;;
17.03.2024;4,715;;
17.03.2024;4,54;;
17.03.2024;4,591;;
17.03.2024;4,181;;
17.03.2024;4,015;;
17.03.2024;4,806;;
17.03.2024;5,612;;
17.03.2024;7,176;;
17.03.2024;8,544;;
17.03.2024;9,431;;
17.03.2024;8,829;;
17.03.2024;7,789;;
17.03.2024;7,233;;
17.03.2024;7,21;;
17.03.2024;6,591;;
18.03.2024;6,412;;
18.03.2024;5,714;;
18.03.2024;5,831;;
18.03.2024;5,938;;
18.03.2024;6,438;;
18.03.2024;7,08;;
18.03.2024;8,632;;
18.03.2024;9,787;;
18.03.2024;9,445;;
18.03.2024;8,28;;
18.03.2024;7,284;;
18.03.2024;6,664;;
18.03.2024;6,77;;
18.03.2024;6,83;;
18.03.2024;6,894;;
18.03.2024;7,34;;
18.03.2024;7,898;;
18.03.2024;10,765;;
18.03.2024;14,571;;
18.03.2024;12,653;;
18.03.2024;10,372;;
18.03.2024;8,12;;
18.03.2024;7,838;;
18.03.2024;7,445;;
19.03.2024;7,2;;
19.03.2024;7,124;;
19.03.2024;7,165;;
19.03.2024;7,155;;
19.03.2024;7,124;;
19.03.2024;7,101;;
19.03.2024;8,95;;
19.03.2024;11,078;;
19.03.2024;9,587;;
19.03.2024;7,202;;
19.03.2024;6,536;;
19.03.2024;5,882;;
19.03.2024;5,447;;
19.03.2024;5,672;;
19.03.2024;6,048;;
19.03.2024;7,005;;
19.03.2024;7,37;;
19.03.2024;10,395;;
19.03.2024;13,142;;
19.03.2024;12,896;;
19.03.2024;11;;
19.03.2024;8,902;;
19.03.2024;8,172;;
19.03.2024;7,61;;
20.03.2024;7,601;;
20.03.2024;7,34;;
20.03.2024;7,49;;
20.03.2024;7,57;;
20.03.2024;7,636;;
20.03.2024;8,09;;
20.03.2024;11,6;;
20.03.2024;11,624;;
20.03.2024;9,833;;
20.03.2024;7,063;;
20.03.2024;6,6;;
20.03.2024;6,539;;
20.03.2024;6,143;;
20.03.2024;6,395;;
20.03.2024;6,435;;
20.03.2024;7,078;;
20.03.2024;8,707;;
20.03.2024;11,968;;
20.03.2024;16,854;;
20.03.2024;15,905;;
20.03.2024;12,495;;
20.03.2024;10,652;;
20.03.2024;9,607;;
20.03.2024;7,998;;
21.03.2024;7,618;;
21.03.2024;7,337;;
21.03.2024;7,155;;
21.03.2024;7,132;;
21.03.2024;7,1;;
21.03.2024;7,351;;
21.03.2024;8,926;;
21.03.2024;9,821;;
21.03.2024;10,229;;
21.03.2024;8;;
21.03.2024;7,241;;
21.03.2024;6,803;;
21.03.2024;6,464;;
21.03.2024;5,996;;
21.03.2024;6,685;;
21.03.2024;6,628;;
21.03.2024;7,527;;
21.03.2024;10,09;;
21.03.2024;12,713;;
21.03.2024;12,285;;
21.03.2024;9,404;;
21.03.2024;7,96;;
21.03.2024;7,748;;
21.03.2024;7,123;;
22.03.2024;5,634;;
22.03.2024;5,224;;
22.03.2024;4,969;;
22.03.2024;5,183;;
22.03.2024;5,28;;
22.03.2024;5,989;;
22.03.2024;7,41;;
22.03.2024;6,739;;
22.03.2024;6,809;;
22.03.2024;5,632;;
22.03.2024;5,181;;
22.03.2024;4,985;;
22.03.2024;4,976;;
22.03.2024;5,149;;
22.03.2024;5,239;;
22.03.2024;5,997;;
22.03.2024;7,687;;
22.03.2024;8,898;;
22.03.2024;12,159;;
22.03.2024;11,871;;
22.03.2024;9,5;;
22.03.2024;8,225;;
22.03.2024;8,015;;
22.03.2024;7,747;;
23.03.2024;7,777;;
23.03.2024;7,247;;
23.03.2024;6,592;;
23.03.2024;6,398;;
23.03.2024;5,984;;
23.03.2024;6,144;;
23.03.2024;5,834;;
23.03.2024;5,282;;
23.03.2024;3,912;;
23.03.2024;1,32;;
23.03.2024;0,002;;
23.03.2024;-0,005;;
23.03.2024;-0,194;;
23.03.2024;-0,571;;
23.03.2024;-0,845;;
23.03.2024;-0,146;;
23.03.2024;0,007;;
23.03.2024;4,78;;
23.03.2024;7,009;;
23.03.2024;6,915;;
23.03.2024;5,294;;
23.03.2024;4,584;;
23.03.2024;4,028;;
23.03.2024;2,839;;
24.03.2024;3,21;;
24.03.2024;1,328;;
24.03.2024;1,013;;
24.03.2024;1,7;;
24.03.2024;1,992;;
24.03.2024;2,682;;
24.03.2024;1,487;;
24.03.2024;0,196;;
24.03.2024;0;;
24.03.2024;0;;
24.03.2024;0;;
24.03.2024;0;;
24.03.2024;0;;
24.03.2024;0;;
24.03.2024;0;;
24.03.2024;0;;
24.03.2024;1,669;;
24.03.2024;5,94;;
24.03.2024;7,5;;
24.03.2024;7,49;;
24.03.2024;6,69;;
24.03.2024;6,477;;
24.03.2024;6,427;;
24.03.2024;6,297;;
25.03.2024;6,251;;
25.03.2024;6,229;;
25.03.2024;6,248;;
25.03.2024;6,451;;
25.03.2024;6,696;;
25.03.2024;7,714;;
25.03.2024;8,843;;
25.03.2024;11,387;;
25.03.2024;9,968;;
25.03.2024;7,743;;
25.03.2024;7,005;;
25.03.2024;6,366;;
25.03.2024;6,185;;
25.03.2024;6,322;;
25.03.2024;6,452;;
25.03.2024;7,397;;
25.03.2024;8,105;;
25.03.2024;11,188;;
25.03.2024;17,47;;
25.03.2024;14,975;;
25.03.2024;10,273;;
25.03.2024;8,239;;
25.03.2024;7,956;;
25.03.2024;7,474;;
26.03.2024;7,99;;
26.03.2024;7,33;;
26.03.2024;6,891;;
26.03.2024;6,798;;
26.03.2024;7,007;;
26.03.2024;7,228;;
26.03.2024;8,038;;
26.03.2024;7,92;;
26.03.2024;7,21;;
26.03.2024;6,2;;
26.03.2024;4,95;;
26.03.2024;3,703;;
26.03.2024;1,149;;
26.03.2024;2,735;;
26.03.2024;3,71;;
26.03.2024;5,193;;
26.03.2024;6,806;;
26.03.2024;8,105;;
26.03.2024;10,075;;
26.03.2024;10,03;;
26.03.2024;8;;
26.03.2024;7,705;;
26.03.2024;7,282;;
26.03.2024;6,692;;
27.03.2024;5,835;;
27.03.2024;5,709;;
27.03.2024;5,728;;
27.03.2024;5,779;;
27.03.2024;6,003;;
27.03.2024;7,238;;
27.03.2024;8,117;;
27.03.2024;8,278;;
27.03.2024;8,001;;
27.03.2024;6,812;;
27.03.2024;6,39;;
27.03.2024;5,713;;
27.03.2024;5,766;;
27.03.2024;6;;
27.03.2024;6,78;;
27.03.2024;7,893;;
27.03.2024;8,414;;
27.03.2024;10,053;;
27.03.2024;12,593;;
27.03.2024;11,894;;
27.03.2024;9,942;;
27.03.2024;8,425;;
27.03.2024;8,302;;
27.03.2024;7,447;;
28.03.2024;7,909;;
28.03.2024;7,26;;
28.03.2024;6,524;;
28.03.2024;6,441;;
28.03.2024;6,669;;
28.03.2024;7,16;;
28.03.2024;8,207;;
28.03.2024;8,319;;
28.03.2024;8,092;;
28.03.2024;6,324;;
28.03.2024;4,707;;
28.03.2024;3,7;;
28.03.2024;0,674;;
28.03.2024;0,005;;
28.03.2024;0,004;;
28.03.2024;0,982;;
28.03.2024;3,317;;
28.03.2024;5,272;;
28.03.2024;7,397;;
28.03.2024;7,033;;
28.03.2024;6,254;;
28.03.2024;5,183;;
28.03.2024;3,305;;
28.03.2024;2,5;;
29.03.2024;2,06;;
29.03.2024;1,883;;
29.03.2024;1,243;;
29.03.2024;1,024;;
29.03.2024;1,259;;
29.03.2024;1,432;;
29.03.2024;2,202;;
29.03.2024;2,239;;
29.03.2024;1,594;;
29.03.2024;1,328;;
29.03.2024;1,688;;
29.03.2024;1,883;;
29.03.2024;1,3;;
29.03.2024;0,986;;
29.03.2024;1,344;;
29.03.2024;2,158;;
29.03.2024;4,95;;
29.03.2024;7,993;;
29.03.2024;10,197;;
29.03.2024;10,545;;
29.03.2024;8,74;;
29.03.2024;7,993;;
29.03.2024;7,589;;
29.03.2024;7;;
30.03.2024;6,93;;
30.03.2024;5,816;;
30.03.2024;5,888;;
30.03.2024;5,895;;
30.03.2024;5,923;;
30.03.2024;6,505;;
30.03.2024;5,857;;
30.03.2024;4,779;;
30.03.2024;4,523;;
30.03.2024;4,338;;
30.03.2024;3,449;;
30.03.2024;2,321;;
30.03.2024;1,476;;
30.03.2024;0,685;;
30.03.2024;1,587;;
30.03.2024;3,42;;
30.03.2024;5,252;;
30.03.2024;7,775;;
30.03.2024;8,811;;
30.03.2024;8,353;;
30.03.2024;7,411;;
30.03.2024;7,147;;
30.03.2024;7,083;;
30.03.2024;6,574;;
31.03.2024;7,57;;
31.03.2024;6,671;;
31.03.2024;6,498;;
31.03.2024;6,048;;
31.03.2024;5,874;;
31.03.2024;6,446;;
31.03.2024;7,151;;
31.03.2024;6,503;;
31.03.2024;5,032;;
31.03.2024;4,103;;
31.03.2024;2,952;;
31.03.2024;1,985;;
31.03.2024;0,306;;
31.03.2024;0,103;;
31.03.2024;1,527;;
31.03.2024;4,107;;
